Time,PowerkW2,,,,,,
01/01/22 0:00,23.14646,,,,,,
01/01/22 0:15,17.97162,,,,,,It is a DC fast charger data for one year and data frequecy is 15 minutes. It includes two charger data as Power kW2
01/01/22 0:30,6.735884,,,,,,
01/01/22 0:45,0,,,,,,
01/01/22 1:00,0,,,,,,
01/01/22 1:15,0,,,,,,
01/01/22 1:30,0,,,,,,
01/01/22 1:45,0,,,,,,
01/01/22 2:00,36.66942,,,,,,
01/01/22 2:15,28.00941,,,,,,
01/01/22 2:30,5.893578,,,,,,
01/01/22 2:45,0,,,,,,
01/01/22 3:00,0,,,,,,
01/01/22 3:15,0,,,,,,
01/01/22 3:30,0,,,,,,
01/01/22 3:45,0,,,,,,
01/01/22 4:00,0,,,,,,
01/01/22 4:15,0,,,,,,
01/01/22 4:30,0,,,,,,
01/01/22 4:45,0,,,,,,
01/01/22 5:00,0,,,,,,
01/01/22 5:15,0,,,,,,
01/01/22 5:30,0,,,,,,
01/01/22 5:45,0,,,,,,
01/01/22 6:00,0,,,,,,
01/01/22 6:15,0,,,,,,
01/01/22 6:30,0,,,,,,
01/01/22 6:45,0,,,,,,
01/01/22 7:00,0,,,,,,
01/01/22 7:15,0,,,,,,
01/01/22 7:30,0,,,,,,
01/01/22 7:45,0,,,,,,
01/01/22 8:00,0,,,,,,
01/01/22 8:15,0,,,,,,
01/01/22 8:30,0,,,,,,
01/01/22 8:45,0,,,,,,
01/01/22 9:00,0,,,,,,
01/01/22 9:15,0,,,,,,
01/01/22 9:30,5.462792,,,,,,
01/01/22 9:45,15.73338,,,,,,
01/01/22 10:00,6.465736,,,,,,
01/01/22 10:15,21.56444,,,,,,
01/01/22 10:30,22.61838,,,,,,
01/01/22 10:45,24.19883,,,,,,
01/01/22 11:00,4.195632,,,,,,
01/01/22 11:15,0,,,,,,
01/01/22 11:30,0,,,,,,
01/01/22 11:45,0,,,,,,
01/01/22 12:00,0,,,,,,
01/01/22 12:15,4.970881,,,,,,
01/01/22 12:30,2.072487,,,,,,
01/01/22 12:45,0,,,,,,
01/01/22 13:00,0,,,,,,
01/01/22 13:15,0,,,,,,
01/01/22 13:30,0,,,,,,
01/01/22 13:45,0,,,,,,
01/01/22 14:00,0,,,,,,
01/01/22 14:15,0,,,,,,
01/01/22 14:30,0,,,,,,
01/01/22 14:45,22.97206,,,,,,
01/01/22 15:00,2.362539,,,,,,
01/01/22 15:15,0,,,,,,
01/01/22 15:30,0,,,,,,
01/01/22 15:45,37.67588,,,,,,
01/01/22 16:00,11.39691,,,,,,
01/01/22 16:15,0,,,,,,
01/01/22 16:30,0,,,,,,
01/01/22 16:45,0,,,,,,
01/01/22 17:00,0,,,,,,
01/01/22 17:15,0,,,,,,
01/01/22 17:30,0,,,,,,
01/01/22 17:45,0,,,,,,
01/01/22 18:00,0,,,,,,
01/01/22 18:15,0,,,,,,
01/01/22 18:30,0,,,,,,
01/01/22 18:45,0,,,,,,
01/01/22 19:00,0,,,,,,
01/01/22 19:15,0,,,,,,
01/01/22 19:30,0,,,,,,
01/01/22 19:45,0,,,,,,
01/01/22 20:00,0,,,,,,
01/01/22 20:15,0.6495603,,,,,,
01/01/22 20:30,44.79,,,,,,
01/01/22 20:45,46.04854,,,,,,
01/01/22 21:00,46.87117,,,,,,
01/01/22 21:15,47.21869,,,,,,
01/01/22 21:30,0,,,,,,
01/01/22 21:45,0,,,,,,
01/01/22 22:00,0,,,,,,
01/01/22 22:15,0,,,,,,
01/01/22 22:30,0,,,,,,
01/01/22 22:45,22.89764,,,,,,
01/01/22 23:00,4.08049,,,,,,
01/01/22 23:15,0,,,,,,
01/01/22 23:30,0,,,,,,
01/01/22 23:45,0,,,,,,
02/01/22 0:00,0,,,,,,
02/01/22 0:15,0,,,,,,
02/01/22 0:30,0,,,,,,
02/01/22 0:45,0,,,,,,
02/01/22 1:00,0,,,,,,
02/01/22 1:15,0,,,,,,
02/01/22 1:29,0,,,,,,
02/01/22 1:44,0,,,,,,
02/01/22 1:59,0,,,,,,
02/01/22 2:14,0,,,,,,
02/01/22 2:29,0,,,,,,
02/01/22 2:44,0,,,,,,
02/01/22 2:59,0,,,,,,
02/01/22 3:14,0,,,,,,
02/01/22 3:29,0,,,,,,
02/01/22 3:44,0,,,,,,
02/01/22 3:59,0,,,,,,
02/01/22 4:14,0,,,,,,
02/01/22 4:29,0,,,,,,
02/01/22 4:44,0,,,,,,
02/01/22 4:59,0,,,,,,
02/01/22 5:14,0,,,,,,
02/01/22 5:29,0,,,,,,
02/01/22 5:44,0,,,,,,
02/01/22 5:59,0,,,,,,
02/01/22 6:14,0,,,,,,
02/01/22 6:29,0,,,,,,
02/01/22 6:44,0,,,,,,
02/01/22 6:59,0,,,,,,
02/01/22 7:14,0,,,,,,
02/01/22 7:29,0,,,,,,
02/01/22 7:44,0,,,,,,
02/01/22 7:59,0,,,,,,
02/01/22 8:14,0,,,,,,
02/01/22 8:29,0,,,,,,
02/01/22 8:44,0,,,,,,
02/01/22 8:59,0,,,,,,
02/01/22 9:14,0,,,,,,
02/01/22 9:29,0,,,,,,
02/01/22 9:44,0,,,,,,
02/01/22 9:59,0,,,,,,
02/01/22 10:14,0,,,,,,
02/01/22 10:29,0,,,,,,
02/01/22 10:44,0,,,,,,
02/01/22 10:59,0,,,,,,
02/01/22 11:14,0,,,,,,
02/01/22 11:29,0,,,,,,
02/01/22 11:44,0,,,,,,
02/01/22 11:59,0,,,,,,
02/01/22 12:14,18.12824,,,,,,
02/01/22 12:29,10.88647,,,,,,
02/01/22 12:44,2.200029,,,,,,
02/01/22 12:59,0,,,,,,
02/01/22 13:14,0,,,,,,
02/01/22 13:29,0,,,,,,
02/01/22 13:44,6.828973,,,,,,
02/01/22 13:59,15.40321,,,,,,
02/01/22 14:14,0,,,,,,
02/01/22 14:29,18.10765,,,,,,
02/01/22 14:44,19.79043,,,,,,
02/01/22 14:59,5.418999,,,,,,
02/01/22 15:14,15.94485,,,,,,
02/01/22 15:29,7.506764,,,,,,
02/01/22 15:44,17.84883,,,,,,
02/01/22 15:59,29.78662,,,,,,
02/01/22 16:14,4.246413,,,,,,
02/01/22 16:29,0,,,,,,
02/01/22 16:44,0,,,,,,
02/01/22 16:59,0,,,,,,
02/01/22 17:14,0,,,,,,
02/01/22 17:29,0,,,,,,
02/01/22 17:44,0.8564713,,,,,,
02/01/22 17:59,38.13014,,,,,,
02/01/22 18:14,17.34265,,,,,,
02/01/22 18:29,0,,,,,,
02/01/22 18:44,0,,,,,,
02/01/22 18:59,0,,,,,,
02/01/22 19:14,0,,,,,,
02/01/22 19:29,0,,,,,,
02/01/22 19:44,0,,,,,,
02/01/22 19:59,0,,,,,,
02/01/22 20:14,0,,,,,,
02/01/22 20:29,0,,,,,,
02/01/22 20:44,0,,,,,,
02/01/22 20:59,0,,,,,,
02/01/22 21:14,0,,,,,,
02/01/22 21:29,0,,,,,,
02/01/22 21:44,0,,,,,,
02/01/22 21:59,0,,,,,,
02/01/22 22:14,0,,,,,,
02/01/22 22:29,0,,,,,,
02/01/22 22:44,0,,,,,,
02/01/22 22:59,0,,,,,,
02/01/22 23:14,0,,,,,,
02/01/22 23:29,0,,,,,,
02/01/22 23:44,0,,,,,,
02/01/22 23:59,0,,,,,,
03/01/22 0:14,0,,,,,,
03/01/22 0:29,0,,,,,,
03/01/22 0:44,0,,,,,,
03/01/22 0:59,0,,,,,,
03/01/22 1:14,0,,,,,,
03/01/22 1:29,0,,,,,,
03/01/22 1:44,0,,,,,,
03/01/22 1:59,0,,,,,,
03/01/22 2:14,0,,,,,,
03/01/22 2:29,0,,,,,,
03/01/22 2:44,0,,,,,,
03/01/22 2:59,0,,,,,,
03/01/22 3:14,0,,,,,,
