Timestamp,Charging_per_day,MAX. TEMP(F),MIN. TEMP(F),Precipitation (Inches),Snowfall (Inches),Snow Cover (Inches),Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Weekend,Season_Fall,Season_Spring,Season_Summer,Season_Winter,Hour_0
2018-07-19,343.1020696654464,97,61,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True
2018-07-20,153.90080310224192,94,60,0.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
2018-07-21,361.4158473594975,93,60,0.05,0.0,0,False,False,False,False,False,True,False,True,False,False,True,False,True
2018-07-22,205.44054761219115,94,63,0.11,0.0,0,False,False,False,False,False,False,True,True,False,False,True,False,True
2018-07-23,266.60904204373895,78,63,0.31,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True
2018-07-24,249.18511767612037,86,57,0.11,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
2018-07-25,323.6529724393973,82,58,0.03,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,True
2018-07-26,219.45037558896155,81,55,0.07,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True
2018-07-27,280.3572656146248,80,56,0.35,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
2018-07-28,278.25419002473996,77,56,0.01,0.0,0,False,False,False,False,False,True,False,True,False,False,True,False,True
2018-07-29,213.97252512963786,75,52,0.04,0.0,0,False,False,False,False,False,False,True,True,False,False,True,False,True
2018-07-30,250.2280096589812,77,51,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True
2018-07-31,301.1119994228636,84,48,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
2018-08-01,306.8351353769858,85,52,0.0,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,True
2018-08-02,257.63711493560214,91,53,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True
2018-08-03,440.6177162609098,86,65,0.01,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
2018-08-04,188.9395943315078,86,63,0.0,0.0,0,False,False,False,False,False,True,False,True,False,False,True,False,True
2018-08-05,137.8671093949812,86,61,0.01,0.0,0,False,False,False,False,False,False,True,True,False,False,True,False,True
2018-08-06,186.8222070625256,83,57,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True
2018-08-07,250.6006083917715,88,54,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
2018-08-08,323.69045710781216,84,53,0.0,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,True
2018-08-09,289.1078587475267,90,55,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True
2018-08-10,290.29760301191294,89,55,0.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
2018-08-11,251.21520434322397,92,53,0.0,0.0,0,False,False,False,False,False,True,False,True,False,False,True,False,True
2018-08-12,334.48663730037765,90,52,0.0,0.0,0,False,False,False,False,False,False,True,True,False,False,True,False,True
2018-08-13,278.2487831494833,90,51,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True
2018-08-14,176.5681812027675,84,55,0.01,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
2018-08-15,309.4747064946639,88,54,0.04,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,True
2018-08-16,377.22539162148155,88,54,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True
